4,1:56.1,11.8,牡3,56,6,520(+4)
4,1:56.1,1.4,牡3,56,7,466(0)
1,1:33.4,1.7,牝3,54,6,438(+10)
2,1:33.7,5.9,牝3,54,5,444(0)
3,1:33.8,6.7,牝3,54,7,438(-4)
4,1:34.0,11.2,,牝3,1,442(-10)
5,1:34.1,13.4,,牝3,3,506(+4)
1,2:00.3,1.7,牡3,56,7,494(-8)
2,2:01.7,29.3,牝3,54,1,480(-8)
3,2:01.9,4.4,牝3,54,7,480(-8)
4,2:02.0,32.4,牡3,53,2,522(-4)
5,2:02.1,250.7,牝3,54,8,408(+4)
1,1:24.2,2.6,牡3,56,5,534(-2)
2,1:24.3,3.0,牡3,56,5,446(0)
3,1:24.3,17.0,牝3,54,1,460(0)
4,1:24.9,4.7,牡3,56,2,514(+6)
5,1:25.0,33.6,,セ3,6,478(-6)
1,1:53.7,187.6,牡4,54,8,482(-2)
2,1:53.9,2.5,牡4,57,4,494(+10)
3,1:54.0,6.4,牝4,55,2,448(-2)
4,1:54.4,2.2,牡4,57,8,482(0)
5,1:54.9,21.5,牡5,57,3,498(-6)
1,1:21.0,25.8,牝4,55,7,440(+8)
2,1:21.0,17.4,牝4,55,5,432(0)
3,1:21.3,99.2,牝4,55,8,414(+10)
4,1:21.3,6.3,牝5,55,6,450(-22)
5,1:21.5,47.8,,牝4,5,462(-8)
1,2:24.8,1.4,牡4,57,2,488(-10)
2,2:25.7,6.4,牝4,55,5,458(+6)
3,2:26.5,12.4,牝4,55,3,474(+6)
4,2:26.5,49.4,セ7,57,4,450(-6)
5,2:26.9,3.9,牡4,57,6,524(+2)
1,2:06.1,2.9,牡4,56,5,540(0)
2,2:06.1,31.6,牡6,54,2,470(-2)
3,2:06.3,14.8,牡5,55,1,478(-2)
4,2:06.6,13.8,,牡4,7,500(-6)
5,2:06.7,7.9,,牡6,1,494(+4)
1,1:31.4,5.2,牡5,56,3,470(-2)
2,1:31.6,5.8,牡4,56,3,466(-6)
3,1:31.6,27.6,牡5,56,2,470(+2)
4,1:31.6,34.7,セ7,56,4,494(-6)
5,1:31.6,2.7,牡4,56,5,498(0)
1,1:11.6,8.3,牡4,57,6,476(+2)
2,1:11.7,5.5,,牡4,7,540(0)
3,1:11.9,24.6,,,5,452(-8)
4,1:11.9,23.7,,,2,482(0)
5,1:12.0,15.9,,,7,488(-2)
1,1:55.2,4.3,牡3,56,2,468(0)
2,1:55.6,3.2,牡3,56,3,470(+2)
3,1:55.6,125.8,牡3,56,7,452(-10)
4,1:55.9,29.6,牡3,56,6,488(-2)
5,1:56.1,10.3,,セ3,8,444(0)
1,1:25.8,3.7,牝3,54,8,418(-2)
2,1:26.2,6.1,牝3,54,5,446(0)
3,1:26.4,10.9,,牡3,6,482(+2)
4,1:27.1,15.7,,牝3,7,426(0)
5,1:27.4,97.8,,牝3,2,458(-4)
1,1:33.5,3.4,牡3,56,5,454(0)
2,1:33.5,16.1,牡3,56,3,484(+10)
3,1:33.8,4.4,牝3,54,8,430(+2)
4,1:33.9,164.7,牝3,54,4,488(0)
5,1:34.0,5.3,,牝3,3,462(0)
1,3:21.7,1.5,牡7,60,8,442(+2)
2,3:21.7,4.4,60,アタマ,8,466(+4)
3,3:21.7,53.4,クビ,,7,536(-12)
4,3:22.1,6.1,,,6,468(-12)
5,3:23.3,15.5,,牝4,5,510(-2)
1,1:45.7,2.2,牝3,54,3,488(+14)
2,1:45.8,6.8,牡3,56,6,492(+4)
3,1:45.8,3.9,牡3,56,8,490(0)
4,1:46.0,7.5,牝3,54,4,410(0)
5,1:46.1,12.9,牡3,56,3,502(+4)
1,1:53.8,11.6,牡3,55,8,570(-2)
2,1:53.9,2.6,,牡3,8,486(-4)
3,1:53.9,8.9,,牡3,4,490(0)
4,1:54.6,4.6,,牝3,3,476(+2)
5,1:54.8,4.4,,牡3,5,474(-2)
1,1:12.0,4.5,牝5,54,8,470(+2)
2,1:12.0,2.2,牝4,55,5,456(+4)
3,1:12.7,22.2,牡4,57,3,442(-8)
4,1:13.2,53.0,牡4,57,8,500(+10)
5,1:13.2,18.3,牝4,52,7,472(+4)
1,1:24.4,4.8,牡5,57,3,498(+2)
2,1:24.4,1.8,牡4,57,8,510(0)
3,1:24.9,59.9,牡4,57,8,488(+8)
4,1:24.9,27.1,牡4,57,5,478(-4)
5,1:25.1,17.7,牡7,57,3,470(-2)
1,2:12.7,7.5,牝3,54,3,454(-6)
2,2:12.8,3.8,,牝3,1,474(+2)
3,2:13.1,2.3,,,6,426(-2)
4,2:13.3,13.3,,,8,460(-2)
5,2:13.4,11.7,,,7,466(-4)
1,1:33.1,3.3,牡4,55,5,510(0)
2,1:33.1,18.2,牝5,54,3,432(+12)
3,1:33.3,215.3,牡5,54,8,528(+4)
4,1:33.3,23.7,牡7,56,4,512(-4)
5,1:33.4,8.7,牡4,55,7,456(-2)
1,1:10.7,15.9,牡6,56,7,478(-4)
2,1:10.7,63.2,,牡6,4,508(-2)
3,1:10.8,2.3,,牡4,6,518(-12)
4,1:11.1,114.0,,牡8,2,486(-8)
5,1:11.2,7.2,,牝5,6,470(+6)
1,1:51.7,6.2,牡5,57,8,464(-6)
2,1:52.1,20.3,セ4,54,8,480(+2)
3,1:52.4,8.4,セ7,57,6,490(-2)
4,1:52.5,1.5,牡4,57,4,464(-6)
5,1:52.6,49.1,牡4,54,7,482(0)
1,1:54.7,1.2,牝3,54,3,474(0)
2,1:55.8,6.1,牝3,51,8,440(+2)
3,1:56.1,183.3,牝3,54,5,424(+2)
4,1:56.2,6.1,牝3,54,4,444(+12)
5,1:56.9,20.8,牝3,54,1,468(0)
1,1:12.8,2.9,牡3,56,1,440(0)
2,1:13.4,60.4,牝3,54,8,466(+4)
3,1:13.4,80.0,牡3,56,8,470(-10)
4,1:13.4,2.9,牝3,54,6,452(+4)
5,1:13.5,75.1,牡3,56,4,478(-14)
1,2:08.2,1.6,牡3,56,2,472(+4)
2,2:09.5,13.2,牡3,55,6,492(+2)
3,2:09.5,6.8,牝3,54,1,448(+4)
4,2:09.7,89.2,牡3,56,5,470(-2)
5,2:10.4,26.5,牝3,54,4,452(+8)
1,2:29.4,2.2,牝3,54,3,442(+4)
1,2:29.4,1.7,,牡3,6,482(-2)
3,2:29.6,17.3,,牡3,5,434(0)
4,2:29.6,12.4,,牝3,7,476(-4)
5,2:29.7,40.7,,牝3,5,426(-4)
1,1:21.0,5.8,牝3,54,5,470(+4)
2,1:21.0,13.6,牝3,54,1,482(0)
3,1:21.0,6.5,牡3,56,8,482(+2)
4,1:21.0,5.0,牝3,54,6,468(+6)
5,1:21.0,4.2,牝3,54,4,446(+8)
1,1:53.3,3.4,牡4,57,8,522(-4)
2,1:53.3,1.8,,牡4,5,474(-4)
3,1:54.2,17.4,,牡4,4,512(-10)
4,1:54.5,12.8,,セ5,2,522(+12)
5,1:54.6,82.3,,,7,534(-8)
1,1:24.8,4.5,牝4,55,5,484(+6)
2,1:24.9,11.1,牝5,55,3,494(0)
3,1:25.1,40.3,牡6,57,4,476(-6)
4,1:25.8,3.8,セ5,57,8,500(-4)
5,1:26.0,78.6,牡5,57,7,472(-2)
1,1:45.5,5.2,牝4,55,1,506(+4)
2,1:45.9,2.9,牝4,55,2,492(+2)
3,1:46.0,4.1,牝4,55,7,428(-4)
4,1:46.2,101.0,牝5,55,6,480(+6)
5,1:46.2,66.8,,牝7,5,478(+6)
1,1:20.5,14.9,牝5,55,2,496(-2)
2,1:20.8,4.6,牝4,55,3,474(0)
3,1:20.8,4.2,牡4,57,1,474(+2)
4,1:21.1,3.4,,牡4,6,476(0)
5,1:21.6,5.7,,牝5,8,484(+6)
1,1:23.5,12.9,牡3,56,4,494(-2)
2,1:23.8,5.6,牝3,54,6,450(+10)
3,1:23.9,9.5,牡3,56,6,470(+4)
4,1:24.5,7.4,牡3,56,2,498(0)
5,1:24.6,54.5,牝3,54,8,460(-6)
1,3:14.7,5.2,牡5,58,1,486(-2)
2,3:14.8,3.6,牡4,58,6,502(0)
3,3:15.2,7.3,牝5,56,2,480(+2)
4,3:15.2,3.8,牡4,58,1,474(-6)
5,3:15.6,22.7,牝4,56,7,462(+6)
1,1:23.9,47.0,牡6,54,1,508(+8)
2,1:24.1,4.3,牡5,56,7,488(-6)
3,1:24.3,14.6,牡6,55,4,520(+6)
4,1:24.5,94.6,牡8,55,8,448(-8)
5,1:24.6,7.1,牝5,54,4,456(-6)
1,3:23.4,2.5,牡4,60,5,490(+2)
2,3:23.6,19.6,58,1.1/4,6,468(+6)
3,3:23.9,18.5,1.3/4,,1,546(-12)
4,3:24.9,37.0,,,4,484(-4)
5,3:25.5,91.2,,牡7,2,456(-12)
1,2:30.1,5.4,牝3,54,1,466(+6)
2,2:30.2,14.1,牡3,56,4,426(-2)
3,2:30.3,3.1,,牡3,3,448(+2)
4,2:30.8,8.9,,牡3,5,464(0)
5,2:31.0,8.2,,牡3,8,450(+4)
1,1:52.2,6.8,牡3,56,5,500(-2)
2,1:52.6,6.6,牡3,56,3,474(+2)
3,1:53.4,24.9,セ3,56,3,490(-24)
4,1:53.8,1.4,牡3,56,4,512(+4)
5,1:53.8,79.1,牡3,56,6,428(+4)
1,3:34.4,2.6,牡6,60,1,504(-8)
2,3:34.5,7.1,60,1/2,7,482(-2)
3,3:34.6,34.7,1/2,,5,512(+10)
4,3:35.0,4.7,,,2,444(+4)
5,3:35.0,10.0,,牡6,4,466(+4)
1,1:12.8,2.0,牡2,54,5,486(0)
2,1:13.1,6.0,牡2,54,6,512(0)
3,1:13.1,42.0,牡2,53,1,504(0)
4,1:13.1,13.4,,牝2,5,420(0)
5,1:13.4,152.7,,牡2,4,488(0)
1,1:49.0,67.0,牝3,53,5,416(-4)
2,1:49.4,9.9,牝3,54,3,428(+2)
3,1:49.6,3.1,,牝3,4,436(+10)
4,1:49.6,27.9,,,3,466(-6)
5,1:49.7,2.9,,,4,446(0)
1,1:23.2,13.1,牡3,51,7,446(+6)
2,1:23.2,7.2,牡3,54,6,486(-2)
3,1:23.5,18.2,牡3,54,7,460(+2)
4,1:23.6,3.7,牡4,57,1,480(+4)
5,1:23.7,20.6,牡3,54,3,500(+2)
1,2:02.6,5.9,牡3,54,3,496(-4)
2,2:02.9,8.2,牡5,57,6,492(0)
3,2:03.0,1.7,牝3,52,5,424(+4)
4,2:03.1,5.2,牡3,54,1,430(0)
5,2:03.9,6.1,牡3,54,8,484(-10)
1,1:35.9,5.8,牡5,57,1,456(-2)
2,1:36.1,1.8,牡3,54,2,450(0)
3,1:36.3,3.8,牝4,55,4,442(+2)
4,1:36.3,6.9,牡6,57,5,518(-4)
5,1:36.9,12.3,牝6,55,6,440(-4)
1,1:50.1,27.3,牡6,57,5,470(0)
2,1:50.1,3.7,牡5,57,8,504(+6)
3,1:50.2,5.6,牡4,57,6,488(+2)
4,1:50.5,5.8,牡4,57,4,476(+4)
5,1:50.7,18.6,牡4,57,1,512(-10)
1,1:35.0,3.9,牝4,54,7,468(+6)
2,1:35.3,3.5,牝4,54,4,480(+2)
3,1:35.3,8.4,牝4,54,8,462(+8)
4,1:35.3,35.1,,牡9,3,522(-4)
5,1:35.4,35.2,,牡6,5,542(-2)
1,1:09.6,2.8,牝3,52,2,402(-4)
2,1:09.9,10.8,牝4,52,1,452(+6)
3,1:10.7,3.1,牝3,52,7,442(-2)
4,1:10.8,9.5,牝4,55,5,466(+2)
5,1:10.9,18.6,牝3,52,4,452(-12)
1,1:11.2,4.7,牝3,54,5,484(+12)
2,1:11.9,4.5,牝3,54,7,456(0)
3,1:11.9,9.5,牝3,54,8,430(+6)
4,1:12.0,6.1,牝3,54,3,452(-2)
5,1:12.1,149.8,牝3,54,2,418(+14)
1,1:23.5,2.5,牡3,56,4,518(-2)
2,1:23.5,8.1,牡3,55,7,470(-2)
3,1:24.4,6.1,牡3,56,1,494(-10)
4,1:24.4,11.6,牝3,54,1,416(+8)
5,1:24.5,3.5,牝3,54,5,438(+4)
1,1:22.0,1.9,牡3,56,2,474(0)
2,1:22.8,14.5,牝3,54,1,470(+20)
3,1:23.2,16.4,牡3,56,7,446(+4)
4,1:23.2,50.2,,牝3,3,444(+20)
5,1:23.4,5.0,,牡3,8,440(0)
1,1:53.1,6.0,牡3,56,8,476(-4)
2,1:53.1,2.2,牡3,56,2,482(+4)
3,1:54.4,19.7,牡3,55,4,508(0)
4,1:54.9,209.8,牡3,56,7,492(-10)
5,1:55.0,93.2,牡3,56,6,504(+18)
1,1:38.7,1.3,牡2,54,7,456(0)
2,1:38.7,6.9,牝2,54,2,472(0)
3,1:39.2,4.7,牡2,54,3,498(0)
4,1:40.5,9.9,牡2,54,5,474(0)
5,1:40.9,45.2,,牡2,1,458(0)
1,1:47.4,3.8,牝3,54,3,470(+2)
2,1:47.5,19.6,牡3,56,8,466(-2)
3,1:48.0,76.4,,牡3,6,470(+2)
4,1:48.2,146.7,,牡3,2,454(+4)
5,1:48.2,6.1,,牡3,1,460(-2)
1,1:51.5,4.2,牡4,57,8,490(0)
2,1:52.1,4.1,牡3,54,6,506(-4)
3,1:52.2,4.9,牝3,52,1,494(+12)
4,1:52.2,74.2,,牝4,5,468(+4)
5,1:52.3,28.6,,牡3,3,494(+2)
1,1:34.3,4.1,牝3,52,6,428(+12)
2,1:34.7,3.9,牡3,54,1,464(+4)
3,1:35.1,83.2,牡3,53,8,450(0)
4,1:35.1,32.4,牡4,57,2,480(+2)
5,1:35.3,24.7,,牝3,7,406(0)
1,2:03.8,9.8,牡4,57,4,478(+4)
2,2:03.8,2.2,牡4,57,8,494(+2)
3,2:04.3,4.6,牡4,57,1,482(0)
4,2:04.9,94.9,牡5,57,4,500(-2)
5,2:05.1,210.5,牝4,55,2,446(+4)
1,1:46.6,3.9,牝4,54,3,510(+6)
2,1:46.6,4.7,,牡5,8,490(-6)
3,1:46.9,23.9,,,6,478(+10)
4,1:47.1,12.9,,,4,508(-4)
5,1:47.2,44.5,,,4,484(0)
1,2:00.4,20.5,牝4,50,1,490(0)
2,2:00.4,9.7,牝4,51,7,450(0)
3,2:00.5,10.1,牝5,55,3,476(-2)
4,2:00.8,6.9,牝5,55,6,476(+6)
5,2:00.8,36.1,牝4,50,2,446(-2)
1,1:23.9,31.6,牡4,57,6,510(0)
2,1:24.0,3.4,牡5,57,7,510(+12)
3,1:24.1,12.2,セ5,57,5,468(0)
4,1:24.2,8.0,牡3,54,3,474(0)
5,1:24.4,5.9,牡4,54,2,490(-4)
1,1:35.2,2.0,牝2,54,8,478(-2)
2,1:35.6,46.3,牡2,54,3,458(+8)
3,1:35.7,3.5,牝2,54,7,484(-4)
4,1:35.8,11.0,牡2,54,6,444(+8)
5,1:35.8,7.7,,牡2,7,474(-2)
1,1:25.8,5.1,牝3,54,6,422(+2)
2,1:26.1,3.3,牝3,53,5,434(+8)
3,1:26.1,31.7,牝3,54,5,436(+2)
4,1:26.5,9.8,牝3,54,4,444(+4)
5,1:26.5,3.2,牝3,54,8,442(+8)
1,1:12.8,6.4,牝3,54,5,418(+2)
2,1:12.9,3.5,牡3,56,3,518(0)
3,1:12.9,9.2,牝3,54,1,438(-4)
4,1:13.2,47.2,牝3,54,2,468(0)
5,1:13.2,11.5,牡3,56,5,470(+4)
1,1:52.6,2.6,牡3,56,6,480(-6)
2,1:52.8,3.4,牡3,56,7,460(-6)
3,1:53.0,3.2,牡3,53,6,506(+6)
4,1:54.3,47.3,牡3,55,3,482(-6)
5,1:54.6,10.4,,牡3,5,452(-4)
1,1:24.2,43.5,牝2,54,5,478(0)
2,1:24.4,24.0,牡2,54,1,576(0)
3,1:24.5,1.7,,牡2,5,474(0)
4,1:24.6,8.8,,,3,448(0)
5,1:24.7,31.3,,,2,442(0)
1,2:01.0,1.9,牝3,54,2,482(0)
2,2:01.0,21.0,牡3,56,6,452(+4)
3,2:01.2,14.7,牡3,56,2,510(-8)
4,2:01.4,12.9,牡3,56,8,460(0)
5,2:01.8,5.3,牡3,56,1,526(+18)
1,1:11.4,2.3,牡3,54,8,464(+4)
2,1:12.1,6.2,牡3,54,7,518(-4)
3,1:12.1,8.2,牡3,54,8,498(+12)
4,1:12.3,4.9,牡4,57,1,474(+2)
5,1:12.4,48.6,牡7,57,4,500(0)
1,1:21.0,1.9,牝3,52,7,436(+2)
2,1:21.2,8.8,牝4,55,5,446(+4)
3,1:21.4,3.3,牡3,54,6,468(0)
4,1:21.5,6.7,牡4,57,4,472(+10)
5,1:22.0,46.8,牝4,55,5,426(-2)
1,1:46.0,17.6,牡5,57,2,484(+8)
2,1:46.0,3.9,牝4,55,5,464(-4)
3,1:46.0,2.8,牡3,54,7,466(+8)
4,1:46.4,7.9,牡4,57,4,456(-2)
5,1:46.7,47.5,牡5,57,3,484(+4)
1,1:20.9,6.1,牡4,55,6,468(+2)
2,1:21.0,12.8,セ5,55,5,490(+2)
3,1:21.0,30.7,,牡5,8,492(0)
4,1:21.1,56.2,,牡6,8,506(+12)
5,1:21.2,2.6,,牝3,7,500(0)
1,1:23.1,4.4,牡4,56,8,458(-8)
2,1:23.5,13.3,牡8,56,6,496(0)
3,1:23.5,5.1,牡7,58,8,468(0)
4,1:23.5,54.3,牡7,57,5,506(-4)
5,1:23.6,8.6,牡4,57,7,524(+6)
1,1:52.8,2.8,牡3,54,4,536(+12)
2,1:53.3,17.6,牡3,54,6,542(+14)
3,1:53.4,17.5,牡3,54,2,446(+2)
4,1:53.5,40.4,牡4,57,1,456(+6)
5,1:53.5,51.2,,牡3,8,510(+4)
1,1:24.2,3.7,牡3,53,6,476(0)
2,1:25.8,83.6,牡3,56,4,466(+8)
3,1:25.8,2.4,牡3,56,5,510(+4)
4,1:26.0,258.7,牡3,56,7,488(0)
5,1:26.1,102.2,牡3,56,2,490(-6)
1,1:34.9,2.5,牝3,54,3,438(+8)
2,1:35.1,7.1,牝3,54,4,502(-4)
3,1:35.1,87.9,牡3,56,1,488(+12)
4,1:35.2,14.8,牝3,54,6,440(+4)
5,1:35.2,5.6,牡3,56,3,456(+2)
1,1:53.7,7.6,牝3,54,8,466(-2)
2,1:54.1,2.3,,牝3,2,468(-6)
3,1:54.6,191.1,,牝3,7,430(-2)
4,1:54.8,2.6,,牝3,6,484(0)
5,1:55.0,246.2,,牝3,8,454(+4)
1,2:06.3,14.6,牡3,56,1,456(0)
2,2:06.9,2.6,牡3,53,6,520(+2)
3,2:06.9,31.2,牡3,56,7,496(+4)
4,2:07.6,6.0,牡3,56,7,466(0)
5,2:08.1,217.7,牡3,53,6,494(-4)
1,1:47.9,2.2,牡2,54,2,508(0)
2,1:48.0,17.1,牡2,54,1,476(0)
3,1:48.1,23.9,牝2,54,3,440(0)
4,1:48.4,7.4,牡2,54,5,472(0)
5,1:48.4,3.9,,牡2,8,466(0)
1,1:24.2,8.0,牝3,52,7,460(0)
2,1:24.7,8.0,牝3,49,6,468(-10)
3,1:25.0,12.9,,牝4,5,446(+2)
4,1:25.3,4.3,,牝5,4,494(0)
5,1:25.3,13.7,,牝5,5,492(+4)
1,2:13.3,3.3,牝3,51,6,458(0)
2,2:13.4,3.4,牡3,53,7,484(-2)
3,2:13.4,13.5,牡3,53,8,478(+4)
4,2:13.7,49.3,,牡3,6,516(-2)
5,2:14.0,31.2,,牡4,2,472(+4)
1,1:45.9,3.0,牡3,54,8,452(+4)
2,1:46.2,2.6,牝3,52,3,458(+4)
3,1:46.4,28.4,セ5,57,2,466(-16)
4,1:46.5,4.9,,牡3,4,520(0)
5,1:46.5,31.7,,,1,464(-4)
1,1:20.3,5.1,牡4,57,1,478(-4)
2,1:20.3,9.7,,牝4,5,462(0)
3,1:20.8,19.2,,牝5,5,486(+2)
4,1:20.8,5.2,,,7,478(+10)
5,1:20.9,59.4,,,8,478(+2)
1,1:11.0,6.1,牡4,57,6,494(+4)
2,1:11.1,13.2,牝5,55,2,482(0)
3,1:11.4,66.0,牡4,57,3,446(-6)
4,1:11.4,3.5,牡5,57,3,500(-4)
5,1:11.7,9.4,牝4,55,5,484(-2)
1,2:10.9,1.8,牝5,56,5,478(0)
2,2:11.3,27.8,牡5,58,1,524(-4)
3,2:11.4,3.5,牝4,56,2,432(+10)
4,2:11.7,6.7,牝5,56,7,480(0)
5,2:12.1,16.6,牡7,58,8,508(+4)
1,1:51.9,7.1,牝3,52,4,504(0)
2,1:52.2,18.7,牡7,57,8,470(0)
3,1:52.4,3.2,牡3,54,6,468(-4)
4,1:52.4,4.6,牡4,57,1,502(-8)
5,1:52.5,7.2,牝5,55,8,516(+4)
1,1:54.0,50.1,牝2,51,3,456(-10)
2,1:54.0,3.6,牡2,55,7,482(0)
3,1:54.7,6.4,牡2,55,6,458(0)
4,1:54.8,46.9,,牡2,1,474(0)
5,1:56.3,10.0,,牡2,5,494(-4)
1,1:13.4,2.7,牡2,55,1,482(+4)
2,1:14.0,2.6,牡2,55,2,454(-2)
3,1:14.1,5.3,牡2,55,7,502(+12)
4,1:14.6,42.1,牝2,54,3,408(+6)
5,1:15.3,157.7,牡2,55,4,494(-24)
1,1:48.2,1.9,牡2,55,3,490(+8)
2,1:48.3,2.2,,牡2,2,456(0)
3,1:48.6,9.4,,牡2,1,520(+10)
4,1:49.0,17.3,,,5,470(+10)
5,1:49.3,70.6,,,7,420(-2)
1,1:27.3,3.9,牝2,54,5,482(0)
2,1:27.8,5.6,牡2,55,7,444(0)
3,1:28.0,4.3,,牝2,4,454(0)
4,1:28.3,9.0,,,2,478(0)
5,1:29.1,3.8,,,6,492(0)
1,2:02.8,4.3,牝2,54,5,470(0)
2,2:03.3,2.3,牡2,55,8,484(0)
3,2:03.3,26.5,,牡2,3,490(0)
4,2:04.0,35.2,,牡2,1,450(0)
5,2:04.1,2.9,,牡2,6,474(0)
1,1:54.7,7.0,牡2,55,2,444(0)
2,1:56.3,15.8,牡2,55,3,490(0)
3,1:56.4,4.3,,牡2,5,494(0)
4,1:56.6,52.3,,,7,450(0)
5,1:56.6,1.5,,,7,530(0)
1,1:24.7,7.9,牡3,55,8,466(+6)
2,1:24.9,5.9,牡3,55,2,488(-8)
3,1:24.9,10.8,牡4,57,4,500(+2)
4,1:25.0,17.3,,牡3,7,456(0)
5,1:25.0,18.6,,牝3,5,452(+4)
1,1:32.5,7.1,牝4,52,3,448(+6)
2,1:32.6,1.7,牝3,53,6,440(+4)
3,1:32.8,41.1,,牝4,1,450(-10)
4,1:33.0,19.3,,牝5,5,490(0)
5,1:33.3,32.0,,牝6,7,444(-2)
1,1:21.3,6.5,牝2,54,7,448(0)
2,1:21.3,22.2,牝2,54,4,422(0)
3,1:21.4,27.8,,牝2,3,424(+6)
4,1:21.4,4.7,,牝2,8,398(-4)
5,1:21.6,3.4,,牝2,5,404(-4)
1,1:11.4,7.6,牡5,57,7,450(+6)
2,1:11.5,30.7,牝7,55,5,454(+6)
3,1:11.6,21.9,牡5,57,5,504(0)
4,1:11.6,3.1,牡3,55,3,482(+2)
5,1:11.7,21.3,セ5,57,4,488(-6)
1,1:08.2,10.0,牝5,51,1,462(+10)
2,1:08.3,11.8,牡5,55,3,480(-6)
3,1:08.3,16.2,牝5,53,7,458(+6)
4,1:08.4,92.1,牝5,51,5,434(-6)
5,1:08.6,2.7,牡4,55,6,512(-6)
1,1:51.7,3.5,牡3,55,7,452(-12)
2,1:52.5,21.6,,牡3,7,464(-12)
3,1:53.4,4.8,,牡4,2,496(0)
4,1:53.9,7.3,,牡5,8,470(-10)
5,1:53.9,34.6,,,6,476(-2)
1,1:54.9,21.6,牡2,55,2,470(+6)
2,1:54.9,1.4,牡2,55,4,500(-6)
3,1:55.8,5.2,牡2,52,8,478(0)
4,1:55.8,23.2,牡2,55,7,504(-12)
5,1:56.1,17.5,,牡2,3,494(+2)
1,1:25.4,3.1,牡2,55,8,476(+2)
2,1:25.5,40.0,牝2,54,5,454(-6)
3,1:26.0,4.7,牡2,55,4,494(+2)
4,1:26.1,5.1,牡2,55,5,430(+2)
5,1:26.2,6.5,牡2,55,6,500(-4)
1,1:35.3,5.6,牝2,54,3,450(+12)
2,1:35.4,1.5,,牝2,4,504(+14)
3,1:35.7,17.5,,牝2,2,468(+4)
4,1:35.8,29.0,,,5,432(+4)
5,1:35.9,50.5,,,1,438(+2)
1,1:23.0,23.0,牝2,54,3,420(0)
2,1:23.1,9.8,,牡2,1,480(0)
3,1:23.2,2.9,,,4,454(0)
4,1:23.6,71.1,,,6,444(0)
5,1:23.6,76.7,,,5,438(0)
1,1:49.9,3.4,牡2,55,2,482(0)
2,1:50.0,2.2,,牝2,8,422(0)
3,1:50.3,6.8,,牡2,6,456(0)
4,1:50.5,47.4,,牡2,1,518(0)
5,1:50.5,22.9,,,6,484(0)
1,2:06.2,2.9,牡3,52,8,470(+10)
2,2:06.2,6.0,牡3,55,8,484(-2)
3,2:06.8,4.3,牡3,55,6,476(+4)
4,2:06.8,37.4,,牡5,3,526(-2)
5,2:07.0,6.8,,,7,486(0)
1,1:12.1,6.4,牝3,53,8,490(+6)
2,1:12.4,24.3,牡3,55,3,482(-2)
3,1:12.5,35.9,牡4,57,7,440(+2)
4,1:12.5,2.9,,牡3,4,506(+6)
5,1:12.8,159.8,,牝5,5,444(+6)
1,1:53.5,6.2,牡3,55,7,506(+6)
2,1:53.7,2.7,牡3,55,3,498(-4)
3,1:53.8,9.1,牡3,55,2,532(+2)
4,1:54.1,4.3,,牡3,5,480(-4)
5,1:54.5,154.7,,牡5,8,456(0)
1,2:12.7,3.6,牡3,54,6,468(+8)
2,2:13.0,1.6,,牝3,3,412(-2)
3,2:13.2,62.1,,牡4,8,484(0)
4,2:13.3,8.6,,牝5,2,474(-2)
5,2:13.7,45.5,,牡5,4,474(-4)
1,1:20.4,7.1,牡4,56,6,502(-6)
2,1:20.6,34.0,牝5,53,7,468(0)
3,1:20.6,4.6,牡4,56,7,478(0)
4,1:20.7,6.6,セ5,56,4,494(+2)
5,1:20.7,4.9,,牝3,2,492(+2)
1,2:24.5,32.1,牡8,57,5,506(+2)
2,2:24.5,3.6,牡4,57,6,472(+2)
3,2:24.6,7.4,牡7,57,7,506(-2)
4,2:24.8,40.4,牡4,56,6,458(-6)
5,2:24.8,43.1,,牡5,8,476(+2)
1,1:11.3,4.5,牡4,57,8,522(-6)
2,1:11.5,4.4,牡5,57,5,498(-6)
3,1:11.5,34.1,牝4,55,6,462(+10)
4,1:11.9,6.2,牡4,53,6,520(0)
5,1:11.9,6.5,牝3,53,8,458(+2)
1,1:54.2,5.4,牝2,54,7,452(-8)
2,1:54.7,1.8,牡2,52,4,472(-4)
3,1:55.8,23.4,牡2,55,5,506(-2)
4,1:56.0,16.7,,牡2,2,460(-6)
5,1:56.0,7.5,,牡2,7,478(+18)
1,1:09.3,2.0,牡2,55,7,482(+2)
2,1:10.0,14.3,牝2,54,2,422(-2)
3,1:10.0,15.0,牝2,54,3,438(+2)
4,1:10.3,2.8,牡2,55,7,512(+10)
5,1:10.3,72.8,牝2,51,6,430(0)
1,2:02.0,5.2,牡2,55,8,480(-2)
2,2:02.2,14.4,牡2,51,7,428(+4)
3,2:02.9,1.5,,牡2,1,484(+2)
4,2:02.9,5.5,,牡2,5,454(+12)
5,2:03.0,21.9,,牡2,8,466(+4)
1,1:13.9,2.5,牡2,55,7,436(0)
2,1:14.5,2.8,,牡2,3,434(0)
3,1:16.7,8.3,,牡2,1,470(0)
4,1:17.3,31.7,,牝2,8,462(0)
5,1:17.9,41.3,,牝2,6,414(0)
1,1:49.7,2.3,牡2,55,2,476(0)
2,1:49.7,28.0,,牝2,3,460(0)
3,1:50.0,24.4,,,7,496(0)
4,1:50.2,6.4,,,5,486(0)
5,1:50.2,87.8,**,,5,412(0)
1,1:24.5,2.5,牝3,53,8,472(+9)
2,1:25.1,2.1,牝3,50,7,478(+4)
